ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"178.215.190.6","elite","AS39399","UA","Private Enterprise Firma Fenix VT","201","Private Enterprise Firma Fenix VT","5678","socks4","75","407","2021-08-31T11:02:07.078Z","100","1","1"
"185.64.220.104","elite","AS47232","CZ","Tlapnet - Pohodanet","169","core routers and so on of GS-NET s.r.o.","4153","socks4","50","345","2021-08-31T11:02:07.720Z","100","1","1"
"36.89.53.59","elite","AS7713","ID","PT. Telekomunikasi Indonesia","321","Telekomunikasi Indonesia","5678","socks4","50","633","2021-08-31T11:02:07.099Z","100","1","1"
"36.92.151.93","elite","AS7713","ID","Telekomunikasi Indonesia","271","Temporary","5678","socks4","71","574","2021-08-31T11:02:07.200Z","100","1","1"
"177.91.44.100","elite","AS263427","BR","Carlos Henrique Santos de Oliveira ME","137","Carlos Henrique Santos de Oliveira ME","4153","socks4","36","30001","2021-08-31T11:02:07.726Z","100","1","1"
"91.98.10.83","elite","AS16322","IR","ParsOnline Co.","942","N/A","5678","socks4","35","595","2021-08-31T11:02:07.101Z","100","1","1"
"83.143.31.86","elite","AS14988","BW","Botswana Telecommunications Corporation","336","N/A","5678","socks4","45","30003","2021-08-31T11:02:07.451Z","100","1","1"
"103.122.169.17","elite","AS138293","IN","Spacetrade Internet Pvt Ltd","253","Spacetrade Internet Pvt Ltd","5678","socks4","36","30002","2021-08-31T11:02:07.305Z","100","1","1"
"103.67.189.42","elite","AS135735","IN","Vilite Multimedia Private Limited","257","Vilite Multimedia Private Limited","5678","socks4","34","1","2021-08-31T11:02:07.486Z","100","1","1"
"93.115.145.254","elite","AS43754","IR","Asiatech Data Transmission company","N/A","Asiatech Data Transmission Co.","5678","socks4","37","576","2021-08-31T11:02:07.303Z","0","0","1"
"190.242.128.38","elite","AS262191","CO","Columbus Networks Colombia","130","Columbus Networks Colombia","5678","socks4","47","1","2021-08-31T11:02:07.828Z","100","1","1"
"190.217.22.118","elite","AS3549","CO","Level 3 Communications, Inc.","112","Level 3 Colombia S.A","5678","socks4","52","30013","2021-08-31T11:02:07.064Z","100","1","1"
"187.62.88.11","elite","AS270243","BR","Famnet Telecom Provedores De Acesso Ltda","148","Famnet Telecom Provedores De Acesso Ltda","4153","socks4","36","30031","2021-08-31T11:02:07.693Z","100","1","1"
"213.6.98.169","elite","AS12975","PS","Palestine Telecommunications Company","211","DSL -PALTEL","5678","socks4","34","1432","2021-08-31T11:02:07.656Z","100","1","1"
"46.30.67.244","elite","AS28905","CZ","BECO Link s.r.o","160","N/A","5678","socks4","36","168","2021-08-31T11:02:07.198Z","100","1","1"
"46.227.37.157","elite","AS51155","PL","Telemedian - TB Telecom","172","Telemedian","1088","socks4","35","30001","2021-08-31T11:02:07.826Z","100","1","1"
"201.131.214.79","elite","AS61800","BR","Utinga Net","182","N/A","5678","socks4","34","30008","2021-08-31T11:02:07.725Z","100","1","1"
"77.48.228.129","elite","AS16019","CZ","UPC Czech","171","Tomas Sladek, Moravska Nova Ves","5678","socks4","34","335","2021-08-31T11:02:07.008Z","100","1","1"
"77.122.57.126","elite","AS25229","UA","Volia Kharkov","193","N/A","1080","socks4","34","377","2021-08-31T11:02:07.717Z","100","1","1"
"74.94.219.213","elite","AS7922","US","Comcast Cable Communications, LLC","58","Comcast Cable Communications, LLC","5678","socks4","44","1","2021-08-31T11:02:07.997Z","100","1","1"
"177.86.64.145","elite","AS262623","BR","claudio jose lara -me","180","claudio jose lara -me","3629","socks4","80","1","2021-08-31T11:02:06.342Z","100","1","1"
"102.66.141.1","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","744","Herotel","5678","socks4","35","1358","2021-08-31T11:02:06.786Z","100","1","1"
"190.61.50.88","elite","AS52468","GT","Ufinet Panama S.A.","89","UFINET Guatemala S. A","5678","socks4","60","5005","2021-08-31T11:02:06.462Z",,,
"117.210.209.83","elite","AS9829","IN","BSNL Internet","343","N/A","5678","socks4","70","609","2021-08-31T11:02:06.857Z",,,
"190.13.215.78","elite","AS262192","AR","Skycorp S.A.","234","Skycorp S.A","5678","socks4","34","494","2021-08-31T11:02:06.016Z","100","1","1"
"36.92.93.97","elite","AS7713","ID","Telekomunikasi Indonesia","282","Temporary","5678","socks4","34","1","2021-08-31T11:02:06.273Z","100","1","1"
"117.252.219.119","elite","AS9829","IN","BSNL Internet","321","N/A","5678","socks4","34","746","2021-08-31T11:02:06.599Z","100","1","1"
"82.62.229.7","elite","AS3269","IT","Telecom Italia S.p.A","196","INTERBUSINESS","5678","socks4","34","449","2021-08-31T11:02:06.071Z","100","1","1"
"177.104.123.30","elite","AS263655","BR","S&T PARTICIPACOES LTDA - ME","140","S&T PARTICIPACOES LTDA - ME","5678","socks4","39","281","2021-08-31T11:02:06.598Z","100","1","1"
"186.219.96.12","elite","AS262420","BR","Giga TV Ltda - EPP","207","Giga TV Ltda - EPP","52017","socks4","47","30032","2021-08-31T11:02:06.131Z","100","1","1"
"177.38.83.55","elite","AS262402","BR","ZAP BL TELECOMUNICACOES LTDA","187","ZAP BL TELECOMUNICACOES LTDA","5678","socks4","34","1","2021-08-31T11:02:06.039Z","100","1","1"
"213.174.0.72","elite","AS56797","UA","FOP Ruban Nataliya","174","RUBAN","1080","socks4","36","357","2021-08-31T11:02:06.682Z","100","1","1"
"14.102.118.237","elite","AS18002","IN","WORLDPHONE","592","N/A","5678","socks4","47","1086","2021-08-31T11:02:06.189Z","100","1","1"
"74.94.194.3","elite","AS7922","US","Comcast Cable Communications","75","Gateway Travel Plaza","1080","socks4","34","147","2021-08-31T11:02:06.542Z","100","1","1"
"103.12.246.65","elite","AS134941","IN","Instant Cable Network PVT LTD","256","Instant Cable Network PVT LTD","4145","socks4","38","1547","2021-08-31T11:02:06.498Z","100","1","1"
"75.119.204.51","elite","AS26347","US","New Dream Network, LLC","20","New Dream Network, LLC","42863","socks4","71","46","2021-08-31T11:02:06.370Z","100","1","1"
"117.212.94.97","elite","AS9829","IN","BSNL Internet","289","N/A","5678","socks4","88","615","2021-08-31T11:02:05.141Z",,,
"36.91.203.185","elite","AS7713","ID","PT. Telekomunikasi Indonesia","268","N/A","5678","socks4","51","1","2021-08-31T11:02:05.210Z","100","1","1"
